"LOCALITY.ID","group.id","month","timegroups"
"L18756646","G11355564",12,"2023"
"L14728223","G11396889",12,"2023"
"L14728223","G11396884",12,"2023"
"L14728223","G11396886",12,"2023"
"L14728223","G11396885",12,"2023"
"L14728223","G11396888",12,"2023"
"L14728223","G11396890",12,"2023"
"L14728223","G11396887",12,"2023"
"L28509076","G11403713",12,"2023"
"L3244899","G11893496",12,"2023"
"L3884614","S155709640",12,"2023"
"L3247311","S156179966",12,"2023"
"L10639227","S156337300",12,"2023"
"L28085728","S156739098",12,"2023"
"L28302947","G11975430",12,"2023"
"L3244910","S155564076",12,"2023"
"L3244910","G11250505",12,"2023"
"L3244910","G11385872",12,"2023"
"L3244910","G11349909",12,"2023"
"L28439317","S157140065",12,"2023"
"L28170099","S155708540",12,"2023"
"L28489658","G11893502",12,"2023"
"L28302947","G11975431",12,"2023"
"L23524765","S156366500",12,"2023"
"L27697798","S156968925",12,"2023"
"L2504934","S155867460",12,"2023"
"L8174612","G11344272",12,"2023"
"L28942415","S159804406",12,"2023"
"L8837689","G11313274",12,"2023"
"L28491290","S157579525",12,"2023"
"L28491290","S157579894",12,"2023"
"L28491290","S165839417",12,"2023"
"L28491290","S157387861",12,"2023"
"L17551417","G11300387",12,"2023"
"L5044747","G11841337",12,"2023"
"L28242227","G11937608",12,"2023"
"L28159440","S155646418",12,"2023"
"L28160972","S155715585",12,"2023"
"L3244910","S155910079",12,"2023"
"L27697798","S155881018",12,"2023"
"L3862911","G11413640",12,"2023"
"L28253014","S156181875",12,"2023"
"L23541471","S156366898",12,"2023"
"L3322849","S155635553",12,"2023"
"L28488879","S158191700",12,"2023"
"L3231359","S157065455",12,"2023"
"L28491290","S157470004",12,"2023"
"L3247311","G11521127",12,"2023"
"L28491290","S165834485",12,"2023"
"L28491290","S157681703",12,"2023"
"L2504934","S156827754",12,"2023"
"L27697798","S155517239",12,"2023"
"L28403437","S156968985",12,"2023"
"L3146450","G11344273",12,"2023"
"L28252985","S156181785",12,"2023"
"L23524765","S156366211",12,"2023"
"L1944806","S157475426",12,"2023"
"L2504934","S157385309",12,"2023"
"L28364806","G11841338",12,"2023"
"L28159440","S155720780",12,"2023"
"L3322849","S156116475",12,"2023"
"L3146555","S157579449",12,"2023"
"L28183509","S155789198",12,"2023"
"L12984125","G11395299",12,"2023"
"L1944806","S157563012",12,"2023"
"L3146555","G11402291",12,"2023"
"L7049794","G11344255",12,"2023"
"L28160972","S155655525",12,"2023"
"L28488473","G11395650",12,"2023"
"L22145517","S156402054",12,"2023"
"L3146555","S157293191",12,"2023"
"L2504934","S157126052",12,"2023"
"L3861177","S157135622",12,"2023"
"L27427380","S156968970",12,"2023"
"L1944806","S157579419",12,"2023"
"L3146555","S157568029",12,"2023"
"L3322849","S156510599",12,"2023"
"L28183509","S155824565",12,"2023"
"L22116067","S157277244",12,"2023"
"L17551417","G11385878",12,"2023"
"L27815655","S157282403",12,"2023"
"L23524765","S155996093",12,"2023"
"L28435204","S157121972",12,"2023"
"L28489658","G11893500",12,"2023"
"L22116067","S156732293",12,"2023"
"L5044747","G11302098",12,"2023"
"L27697798","G11360730",12,"2023"
"L28159440","S155704330",12,"2023"
"L28159440","S155769167",12,"2023"
"L28303113","G11302099",12,"2023"
"L27697798","S156170291",12,"2023"
"L8621751","G11893498",12,"2023"
"L28423301","S157061844",12,"2023"
"L28253001","S156181838",12,"2023"
"L28488879","S157376939",12,"2023"
"L5176183","S157472123",12,"2023"
"L5176183","G11421997",12,"2023"
"L4482338","G11422034",12,"2023"
"L5176183","G11422138",12,"2023"
"L28602187","S157930467",12,"2023"
"L21137131","S157820526",12,"2023"
"L4131067","S157820290",12,"2023"
"L4131067","S157820619",12,"2023"
"L3035064","G11233465",12,"2023"
"L4131067","S157820389",12,"2023"
"L4131067","S156230479",12,"2023"
"L4131067","S157820343",12,"2023"
"L11599237","S157820535",12,"2023"
"L4127761","S156667353",12,"2023"
"L4131067","S157820459",12,"2023"
"L10920062","S156411721",12,"2023"
"L3515813","G11893538",12,"2023"
"L4131067","S157820814",12,"2023"
"L3035064","S155985667",12,"2023"
"L4127761","S156613570",12,"2023"
"L4131067","S157818157",12,"2023"
"L28206527","S155924407",12,"2023"
"L28334473","S156605011",12,"2023"
"L4131067","S157820496",12,"2023"
"L3035064","G11893542",12,"2023"
"L3035064","S157210402",12,"2023"
"L10920062","S156906145",12,"2023"
"L6815195","G11250947",12,"2023"
"L28137499","G11232959",12,"2023"
"L17158003","S156613410",12,"2023"
"L4127761","S156066150",12,"2023"
"L4131067","S156230503",12,"2023"
"L28261306","S156230435",12,"2023"
"L4127761","S158331914",12,"2023"
"L3035064","G11893532",12,"2023"
"L28321142","S156606868",12,"2023"
"L4131067","S157820611",12,"2023"
"L21007952","S157818063",12,"2023"
"L3035064","S155879429",12,"2023"
"L30243562","S166743562",12,"2023"
"L28345815","S156669819",12,"2023"
"L6580627","S155886756",12,"2023"
"L28345815","S156722576",12,"2023"
"L4278009","S156673705",12,"2023"
"L28145334","G11234225",12,"2023"
"L6580627","S155928411",12,"2023"
"L28456657","S157219675",12,"2023"
"L28497302","S157415797",12,"2023"
"L4127761","S155927660",12,"2023"
"L3035064","G11893540",12,"2023"
"L4127761","S155932479",12,"2023"
"L17103704","S157818176",12,"2023"
"L17742966","S157466701",12,"2023"
"L11599237","S156669150",12,"2023"
"L35516675","S190373634",12,"2023"
"L19784773","S157818229",12,"2023"
"L28508799","S157466799",12,"2023"
"L5381079","S157456420",12,"2023"
"L2431461","S157371350",12,"2023"
"L11599237","S156908328",12,"2023"
"L2431461","S158365500",12,"2023"
"L6815195","S156672403",12,"2023"
"L21007952","S157818085",12,"2023"
"L3035064","S155878023",12,"2023"
"L4131067","S156230526",12,"2023"
"L3515492","S156230448",12,"2023"
"L2431461","G11379201",12,"2023"
"L3515492","S155653997",12,"2023"
"L8939816","G11422041",12,"2023"
"L37963195","S202113706",12,"2023"
"L28321142","S156531357",12,"2023"
"L34010255","S184176056",12,"2023"
"L28354944","S156720825",12,"2023"
"L17158003","S157740297",12,"2023"
"L21007952","S157818017",12,"2023"
"L5381079","S155993035",12,"2023"
"L28507339","S158124169",12,"2023"
"L3515813","S159256230",12,"2023"
"L17158003","S156671398",12,"2023"
"L3035064","S155558801",12,"2023"
"L29279104","S161624767",12,"2023"
"L2431461","S155768639",12,"2023"
"L28200277","S155886438",12,"2023"
"L22657867","S156976377",12,"2023"
"L3035064","G11893534",12,"2023"
"L3035064","S155924425",12,"2023"
"L29945164","S165262483",12,"2023"
"L28439331","S157140146",12,"2023"
"L28490071","G11396704",12,"2023"
"L28490079","G11396705",12,"2023"
"L3146422","S156238808",12,"2023"
"L3146422","S157907759",12,"2023"
"L3146422","G11234927",12,"2023"
"L22722723","S156236458",12,"2023"
"L3146422","S155670684",12,"2023"
"L22722723","S157462923",12,"2023"
"L3146422","S157466412",12,"2023"
"L3146422","S158954547",12,"2023"
"L3146422","S157568211",12,"2023"
"L3146422","S157467025",12,"2023"
"L3146422","S157466579",12,"2023"
"L9394676","S161290259",12,"2023"
"L28531641","S157568055",12,"2023"
"L28506249","S157455972",12,"2023"
"L28506249","S158035856",12,"2023"
"L5500899","S155782463",12,"2023"
"L4186850","S157056280",12,"2023"
"L2616069","S156123920",12,"2023"
"L4186850","S156985672",12,"2023"
"L4186850","S156981667",12,"2023"
"L4186850","S157205975",12,"2023"
"L4186850","S156981682",12,"2023"
"L4186850","S156981689",12,"2023"
"L2616069","G12364024",12,"2023"
"L4186850","S156981675",12,"2023"
"L4186850","S156991705",12,"2023"
"L4186850","S157670368",12,"2023"
"L4159756","S155874718",12,"2023"
"L6561580","S156840653",12,"2023"
"L3046520","G11273074",12,"2023"
"L28180247","S155770133",12,"2023"
"L3231340","S155638690",12,"2023"
"L3231340","S156782773",12,"2023"
"L3231340","S156419038",12,"2023"
"L2737401","S155535385",12,"2023"
"L3045946","S155880970",12,"2023"
"L3221265","S156871742",12,"2023"
"L28857225","S159326229",12,"2023"
"L4016370","S155514644",12,"2023"
"L3231340","S156330698",12,"2023"
"L2737401","S157497671",12,"2023"
"L4016370","S157204516",12,"2023"
"L2737435","S157063350",12,"2023"
"L28437263","S157131857",12,"2023"
"L3045946","G11278810",12,"2023"
"L3231340","S155822311",12,"2023"
"L21807612","S156788457",12,"2023"
"L3231340","S157281404",12,"2023"
"L4016370","S155557952",12,"2023"
"L4016370","S157303060",12,"2023"
"L3046520","G11273080",12,"2023"
"L3046520","G11273077",12,"2023"
"L3231340","S157281337",12,"2023"
"L18379142","S156781364",12,"2023"
"L22507191","S157606541",12,"2023"
"L22507191","S156904351",12,"2023"
"L18379142","S155567799",12,"2023"
"L22507191","S156742923",12,"2023"
"L22507191","S156685256",12,"2023"
"L22507191","S156737545",12,"2023"
"L22507191","S156778437",12,"2023"
"L28217177","S155985715",12,"2023"
"L22507191","S156838824",12,"2023"
"L2386783","S156871608",12,"2023"
"L22507191","S156685387",12,"2023"
"L22507191","S156737340",12,"2023"
"L2386783","S156738121",12,"2023"
"L22507191","S156737485",12,"2023"
"L22507191","S156743139",12,"2023"
"L22507191","S156737622",12,"2023"
"L22507191","S155510767",12,"2023"
"L8718686","S156787746",12,"2023"
"L28279976","S156338014",12,"2023"
"L28472964","S159118304",12,"2023"
"L2386783","S155567845",12,"2023"
"L28472964","S157299133",12,"2023"
"L28472964","S157376483",12,"2023"
"L22507191","S156900666",12,"2023"
"L28160836","S155654687",12,"2023"
"L4701262","S155778741",12,"2023"
"L22507191","S157606356",12,"2023"
"L28144959","S155564743",12,"2023"
"L18379142","S156773105",12,"2023"
"L8718686","S157299075",12,"2023"
"L22507191","S156901228",12,"2023"
"L22507191","S156904267",12,"2023"
"L28368179","S156792703",12,"2023"
"L4701262","S155641092",12,"2023"
"L28251757","G11282420",12,"2023"
"L8016332","S157385082",12,"2023"
"L28490397","S157384680",12,"2023"
"L21663676","S157212164",12,"2023"
"L8016332","S157292995",12,"2023"
"L28490170","S157382226",12,"2023"
"L987622","G11282385",12,"2023"
"L8016332","S156997736",12,"2023"
"L987622","S155776154",12,"2023"
"L8016332","S157376274",12,"2023"
"L21477016","S157932250",12,"2023"
"L987622","S155649268",12,"2023"
"L8016332","S157292985",12,"2023"
"L8016332","S157292978",12,"2023"
"L33846899","S157292966",12,"2023"
"L987622","S155512042",12,"2023"
"L987622","S156838895",12,"2023"
"L987622","S155883798",12,"2023"
"L8016332","S157293027",12,"2023"
"L21671401","S157292812",12,"2023"
"L987622","S158129409",12,"2023"
"L8016332","S157209139",12,"2023"
"L987622","S157314779",12,"2023"
"L33846899","S157298968",12,"2023"
"L21671401","S157295053",12,"2023"
"L28490397","S157383303",12,"2023"
"L33846899","S157299003",12,"2023"
"L8016332","S157386196",12,"2023"
"L28190701","S155830981",12,"2023"
"L987622","S156331847",12,"2023"
"L28272490","S156296836",12,"2023"
"L987622","S158568557",12,"2023"
"L987622","S155822297",12,"2023"
"L8016332","S157290868",12,"2023"
"L21663676","S157206876",12,"2023"
"L8016332","S157291902",12,"2023"
"L987622","S156786957",12,"2023"
"L987622","S156838887",12,"2023"
"L987622","S156786893",12,"2023"
"L28368166","S156792643",12,"2023"
"L987622","S156111369",12,"2023"
"L987622","S156520308",12,"2023"
"L28217822","S155988352",12,"2023"
"L28170295","S155709905",12,"2023"
"L39224401","S208265025",12,"2023"
"L987622","S155774162",12,"2023"
"L987622","S156679446",12,"2023"
"L987622","S156401053",12,"2023"
"L3708373","S155840498",12,"2023"
"L28316581","S156505769",12,"2023"
"L28809514","S159179542",12,"2023"
"L3832823","S155709764",12,"2023"
"L21663676","S157286779",12,"2023"
"L28472934","S157298950",12,"2023"
"L8016332","S157376252",12,"2023"
"L3832823","S155709793",12,"2023"
"L987622","S156786853",12,"2023"
"L987622","S159099516",12,"2023"
"L987622","S155774164",12,"2023"
"L5731965","S155515999",12,"2023"
"L28327157","S156562596",12,"2023"
"L987622","S156520273",12,"2023"
"L987622","S155771254",12,"2023"
"L3708373","S156332005",12,"2023"
"L987622","S155639450",12,"2023"
"L987622","S156401071",12,"2023"
"L987622","S156331884",12,"2023"
"L3708373","S208289451",12,"2023"
"L28278814","S156331973",12,"2023"
"L3708373","S156332017",12,"2023"
"L33846899","S157292955",12,"2023"
"L8016332","S157376257",12,"2023"
"L987622","G11282389",12,"2023"
"L28489778","S157380713",12,"2023"
"L987622","S156331865",12,"2023"
"L28136059","S155510668",12,"2023"
"L2628178","S157563955",12,"2023"
"L28809514","S159054318",12,"2023"
"L28217818","S155988336",12,"2023"
"L56237464","S289793612",12,"2023"
"L28170289","S155709859",12,"2023"
"L28392378","S156914704",12,"2023"
"L8016332","S157376339",12,"2023"
"L987622","S156692743",12,"2023"
"L2628178","S155531061",12,"2023"
"L3326604","G11234904",12,"2023"
"L28200753","S155889696",12,"2023"
"L3135833","S156187090",12,"2023"
"L3061072","S156053645",12,"2023"
"L3061072","G11259074",12,"2023"
"L3061072","S155514275",12,"2023"
"L28135843","S155514568",12,"2023"
"L3061072","S155514419",12,"2023"
"L3010063","S155565008",12,"2023"
"L3831069","S160914038",12,"2023"
"L16115912","S155576961",12,"2023"
"L10075254","S157208474",12,"2023"
"L28388883","S156899063",12,"2023"
"L28344557","S156663309",12,"2023"
"L28251345","S157481037",12,"2023"
"L28251345","S156777363",12,"2023"
"L10075254","G11272150",12,"2023"
"L28251345","S157122584",12,"2023"
"L27820102","S155782141",12,"2023"
"L17311872","G11375603",12,"2023"
"L10075254","S230421166",12,"2023"
"L17311872","S157204076",12,"2023"
"L28251345","S156982444",12,"2023"
"L28388883","S157054528",12,"2023"
"L27820102","S156053698",12,"2023"
"L10075254","S155511222",12,"2023"
"L10075254","S157127192",12,"2023"
"L10075254","S157052999",12,"2023"
"L24293549","G11277095",12,"2023"
"L21641733","S156415746",12,"2023"
"L22077505","S155768422",12,"2023"
"L21641733","S155518187",12,"2023"
"L10075254","G11349837",12,"2023"
"L28251345","S156604565",12,"2023"
"L28530010","S157564632",12,"2023"
"L6098780","G11413971",12,"2023"
"L28230526","S156057581",12,"2023"
"L9932391","G11423640",12,"2023"
"L9932391","G11423639",12,"2023"
"L28072580","S156285830",12,"2023"
"L21904636","G11413953",12,"2023"
"L26633640","S271050979",12,"2023"
"L9932391","S157206611",12,"2023"
"L3010063","G11413948",12,"2023"
"L3010063","G11413974",12,"2023"
"L27345110","S157384798",12,"2023"
"L10075254","S156721074",12,"2023"
"L27939058","S157380969",12,"2023"
"L28230538","S156057627",12,"2023"
"L28421755","S157054304",12,"2023"
"L16115912","G11413955",12,"2023"
"L17311872","S156835601",12,"2023"
"L17311872","S156665481",12,"2023"
"L28208833","S155936148",12,"2023"
"L17311872","G11413957",12,"2023"
"L21641733","S155640112",12,"2023"
"L28505905","G11402390",12,"2023"
"L3010063","G11375083",12,"2023"
"L27776217","S156282282",12,"2023"
"L10075254","S156993730",12,"2023"
"L27820102","S155734024",12,"2023"
"L27800307","S155708896",12,"2023"
"L28251345","S156174568",12,"2023"
"L7352741","S156119242",12,"2023"
"L9932391","S157142094",12,"2023"
"L9932391","G11423638",12,"2023"
"L2567411","S157025189",12,"2023"
"L2567411","S156346731",12,"2023"
"L2567411","S156750228",12,"2023"
"L2567411","S156723627",12,"2023"
"L28335292","S156609288",12,"2023"
"L16115912","S156845515",12,"2023"
"L2567411","S156727566",12,"2023"
"L16115912","S156507139",12,"2023"
"L28388883","S157375131",12,"2023"
"L28550312","S157574249",12,"2023"
"L3010063","S155576830",12,"2023"
"L27820102","S156118508",12,"2023"
"L17311872","G11391248",12,"2023"
"L17311872","S157204098",12,"2023"
"L10075254","S156683309",12,"2023"
"L21641733","G11413975",12,"2023"
"L27939058","S155706429",12,"2023"
"L28365870","S156838200",12,"2023"
"L10075254","G11272152",12,"2023"
"L28099575","S155885112",12,"2023"
"L10075254","S156512342",12,"2023"
"L28099575","S156409493",12,"2023"
"L28099575","S156115533",12,"2023"
"L28099575","S156332720",12,"2023"
"L28116944","S155509973",12,"2023"
"L27820102","S156086812",12,"2023"
"L10075254","S155737666",12,"2023"
"L10075254","S156291260",12,"2023"
"L28230533","S156057605",12,"2023"
"L28550312","S157559749",12,"2023"
"L3010063","G11413972",12,"2023"
"L28388883","S157307980",12,"2023"
"L23801216","S155516454",12,"2023"
"L2567411","S156665535",12,"2023"
"L17311872","S156519673",12,"2023"
"L9932391","G11423641",12,"2023"
"L17311872","S156226567",12,"2023"
"L21641733","S156415734",12,"2023"
"L2567411","S156729452",12,"2023"
"L2567411","S155708164",12,"2023"
"L28358556","S156740783",12,"2023"
"L28356621","S156729987",12,"2023"
"L28158621","G11242741",12,"2023"
"L28318513","G11314203",12,"2023"
"L7758647","S156511562",12,"2023"
"L17953229","G11302345",12,"2023"
"L17937179","S156493992",12,"2023"
"L28582060","S157827020",12,"2023"
"L17953229","S156726138",12,"2023"
"L10223848","S156519298",12,"2023"
"L3915579","G12105232",12,"2023"
"L12421986","S157470585",12,"2023"
"L28581429","S157824091",12,"2023"
"L28355078","S156721655",12,"2023"
"L3915579","G12105231",12,"2023"
"L3915579","G12105227",12,"2023"
"L28377984","S156843542",12,"2023"
"L3915579","S155885569",12,"2023"
"L3915579","S158693429",12,"2023"
"L3915579","G12105229",12,"2023"
"L3915579","G12105230",12,"2023"
"L7771426","S157656777",12,"2023"
"L26634283","S157559739",12,"2023"
"L10223848","S156726604",12,"2023"
"L12752845","S157562393",12,"2023"
"L4814210","G11450740",1,"2023"
"L7820735","S159249888",1,"2023"
"L29277517","S159727912",1,"2023"
"L28976600","G11604832",1,"2023"
"L28855415","S159319159",1,"2023"
"L29011246","S160161891",1,"2023"
"L27958540","S159753236",1,"2023"
"L4814210","G11450739",1,"2023"
"L11135080","S159797355",1,"2023"
"L11135080","S159182275",1,"2023"
"L4814210","G11450741",1,"2023"
"L28659464","G13578980",1,"2023"
"L28659969","G13578982",1,"2023"
"L28618420","S158010825",1,"2023"
"L17760402","S159743997",1,"2023"
"L4696975","G11464618",1,"2023"
"L4696975","S159819116",1,"2023"
"L9945699","G11521441",1,"2023"
"L3053752","S159253675",1,"2023"
"L28171503","S158618335",1,"2023"
"L28818060","S159107396",1,"2023"
"L28171504","S158618332",1,"2023"
"L4696975","G11480186",1,"2023"
"L3053752","S158848620",1,"2023"
"L3053752","S158323624",1,"2023"
"L28261874","S158618312",1,"2023"
"L21905107","S158689413",1,"2023"
"L17760402","S160234972",1,"2023"
"L4696975","G11577956",1,"2023"
"L36896895","S196836439",1,"2023"
"L14860192","S159754873",1,"2023"
"L28171503","S159253684",1,"2023"
"L3053752","S159420732",1,"2023"
"L28145790","S158323598",1,"2023"
"L28189973","S160254674",1,"2023"
"L19421722","S157915956",1,"2023"
"L17760402","S160127117",1,"2023"
"L28145790","S159028606",1,"2023"
"L19421722","G11586525",1,"2023"
"L19421722","G11627893",1,"2023"
"L17744840","G11556467",1,"2023"
"L18679646","G11582820",1,"2023"
"L19421722","G11564676",1,"2023"
"L18679646","G11582819",1,"2023"
"L18679646","G11577972",1,"2023"
"L19421722","G11586521",1,"2023"
"L17729338","G11556511",1,"2023"
"L3053752","S158755372",1,"2023"
"L14860192","G11577970",1,"2023"
